mean_fit_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,mean_test_score,std_test_score,rank_test_score
555.1019688844681,14,6,3,9,57,0.9796400670638177,0.0007758712945457047,1
841.6455239057541,14,8,3,10,56,0.9792655085078301,0.0008650519031142001,2
409.5428777933121,14,5,3,9,46,0.9787660970998466,0.0007045268076909528,3
546.5546461343765,11,7,4,7,50,0.9745478543145578,1.783612171368798e-05,4
378.2754144668579,11,8,2,7,36,0.9744230014625619,0.00049941140798343,5
